Message,Target
film look cheap bland .,0
disappointing aspect lack notable gore .,0
"convention never work past , certainly work .  ",0
visual effect AWFUL .,0
CG opening sequence space look like create Microsoft Slideshow God sake !,0
""" explosion "" gas tank end awful .  ",0
"okay , like consider fair critic , credit credit -- creature effect actually pretty cool .  ",1
"got to love close - up slimy , drool tooth !  ",1
"sum film , "" Breeders "" terrible , cheaply horror movie avoid like Ebola virus .  ",0
not recommend .,0
"unbearable watch screen , little no charisma , terrible comedic timing .  ",0
"aside terrible lead , film load debit .  ",0
"understand suppose cheap popcorn comedy , but mean completely insult intelligence , write incredibly hackneyed border offensive .  ",0
"Lewis Black considerable talent waste , incendiary unrestraine , PG-13 rating certainly will allow .  ",0
film sole bright spot Jonah Hill ( look unrecognizable fan recent Superbad weight lose interim ) .,1
"originality freshness movie spend , remake little offer .  ",0
budget evidently limited .,0
"reflect not only cast , but - par script , borrow early classic .  ",0
", no decent acting , action location work balance thing .  ",0
filmiing expansive .,0
fail convey broad sweep landscape great original .,0
generally ; lack imagination .,0
not recommend .,0
possible movie bad ?,0
no plot go place .,0
"woman finally , no sign improvement ; expect thing happen time film , far asleep .  ",0
"beware : not trashy cult movie , trash -period !  ",0
believe sequel !,0
precisely give bad review !,0
"90 child , truly enjoy proudly enjoy big time classical WB cartoon .  ",1
"but "" Tiny Toons "" keep 90 vibe deliver popular , funny , underrated cartoon create .  ",1
memory murky but only enjoy single episode product relate .,1
"easily , cartoon laugh tender way ( get dark sitcom orient teenager ) .  ",1
character funny peculiarity not have true lead character .,1
single character hilarious deserve call lead .,1
"element story , excessively phony contrive painful sit .  ",0
"line write year old , try oh , hard sound like year old , um , know , ... talk .  ",0
Perabo nice energy level obviously comfortable camera .,1
simply no excuse poorly .,0
see movie think stupid movie .,0
stupid think idea volcano Los Angeles ?,0
"honest , unbelievable nonsense foolish .  ",0
"conclusion , not bother movie volcano Los Angeles but nonsense .  ",0
story line awful !,0
painful !,0
accent absolutely abysmal !,0
hypocrisy film vomit .,0
waste time watch rubbish non - researched film .,0
believe Pitch Black .,1
"character interesting want find long movie go , think people surprise .  ",1
watch !,1
omit watch .,0
funny !,1
rating : 3 10 .,0
character interesting care .,1
"instant classic , great soundtrack catchy song end credit .  ",1
miss .,1
"masterful piece film - making , theme simmer occasionally boil wart study poet bohemian , self - indulgent wartime year span aerial bombardment London outward tranquillity Welsh coastal retreat - borderline friendship , lust love , dedication art experience versus practical concern , jealousy , rivalry , cowardice egotism versus heroism self - sacrifice .  ",1
"mature , subtle script suggest occasionally bring dramatic focus underlie tension serve perfect performance ( apart odd inappropriate smile Keira Knightley prone , direction time character mention ) .  ",1
"but exquisite visual composition moment , inventive elegant use close - , camera angle lighting , include pointillistic faux home movie footage , wonder joy behold .  ",1
"continuously beautiful look Bertolucci , but relationship convincing narrative engaging master work .  ",1
basic premise waste sideline inexplicable focus documentary crew .,0
"regardless , film fail level .  ",0
avoid cost .,0
"see film Christmas , great film !  ",1
think Errol Flynn brilliant Custer favourite actor !,1
acting alongside Olivia De Havilland brilliant ending fantastic !,1
"know Errol Flynn brilliant actor dad favourite actor , grow watch film child .  ",1
but watch film realise great actually .,1
film 10 10 !,1
"know Jim O'Connor energetic , but George dull .  ",0
"want host ; voice - over monotonous , involve guest .  ",0
"lovely little thriller Hitchcock , lot nice shenanigan surround murder spy , kidnap child , nasty church , foreign plot random taxidermist .  ",1
"Jimmy Stewart great hero Hitchcock , story rip cool climax embassy function , but lack brood menace Hitchcock black white , low - budget original .  ",1
wonderful film great master stable .,1
film excellently produce top rating typical sci fi film !,1
excellently produce Sci - fi good producer Scot Vandiver !,1
"but entertaining , nonetheless .  ",1
campy sort film joy watch .,1
barely boring moment film plenty humorous part .,1
cast entertain usual .,1
"overall , delight !  ",1
"movie mind - bendingly awful , create .  ",0
film lack real scare tension & medical terminology bit iffy & insulin dependant diabetic .,0
say act well .,0
movie excellent job reveal complexity task incredible challenge face South Africa .,1
believe movie think people outside South Africa understand past attempt Truth Reconciliation process .,1
short magnificent photography / cinematography film .,1
"acting fantastic , story seamlessly weave , dog splendid ............. rent , view , .  ",1
afraid subtitle ........ worth little aversion therapy 10/10,1
excellent performance .,1
good actor !,1
great directing photography .,1
"true Shakespear , ' ' Shakespear fan .  ",1
"Macbeth ( Jason Connery ) move tear final monolog ( brief candle , out)He give sphere moral decay dark force human face , make interesting .  ",1
"Helen Baxendale credible lady Macbeth cheerfull time look like naughty girl , but deadly taste blood evil .  ",1
"love death decay , Shakespears lyric ... .  ",1
"witty delightful adaptation Dr Seuss book , brilliantly animate UPA fine thoroughly deserve Academy Award .  ",1
"special mention superb music score sound effect , integral element help memorable enjoyable cartoon .  ",1
"Paul Schrader film "" "" Mishima superb & complex .  ",1
notable John Bailey fine crisp beautifully color cinematography great production design & costume Eiko Ishioka go memorable costume Coppola Dracula receive deserve Oscar .,1
"allow poor production value time ( 1971 ) format ( kind mini - series ) , baaaaaad .  ",0
"visually "" collect "" extant film Austen work , skip .  ",0
"watch , , small consolation : actress play Anne sister wonderful job role .  ",1
not good .,0
"speak music , unbearably predictably kitchy .  ",0
film drop ball .,0
stunning movie .,1
raw sublimely move .,1
"feel like gripping , intelligent stage play ( but overly theatrical feeling actually get watch people stage ) play terror white lie escalate monstrous consequence .  ",1
main player mesmerise .,1
Tom Wilkinson break heart end ... judging fumble hankie hand go face male female alike .,1
Julian Fellowes triumph .,1
national treasure .,1
!,1
excellent film .,1
aerial scene - .,1
right balance war love .,1
"film give meaning phrase , "" never history human conflict owe .  ",1
Kris Kristoffersen good movie make difference .,1
good film great director !,1
definitely well documentary see look family relationship marriage .,1
"continuity error : user comment different car garage , Joe glass ... get fact Joe facial hair configuration change scene scene .  ",0
great movie .,1
10 10 star .,1
movie inspiration come overcome fear rejection .,0
bad actually worth see reason .,0
Punishment Park brilliant piece cinema .,1
"shoot Southern California desert patent faux documentary style , Watkins create film like no .  ",1
Peter Watkins accessible film .,1
advise look .,1
will not regret !,1
highly recommend A+,1
... think bad .,0
"mediocre , miserable , hollow , laughable predictable piece garbage .  ",0
case ' bad laughable ' .,0
") bad performance play Angela Bennett , computer expert home time .  ",0
"film , pretext ridiculous action scene .  ",0
awful !,0
"but bad actress , repeat robotic face move picture .  ",0
"result , , shame .  ",0
DELETE film mind !,0
bad show time .,0
begin smart ass ed comment totally wall uncalled .,0
"fat computer geek unbelievable , bible thumper , bad - ass girl , actor ? ? ?  ",0
never hear Cole totally unbelievable .,0
"time open mouth expect hear , "" kid ... "" pull plug mercy kill horrible .  ",0
story unbelievable actor .,0
Lame good way describe .,0
"Stanwyck Morgan perfectly cast , way , modern equivalent Dickens ' Christmas Carol sensibility .  ",1
success film depend casting Sydney Greenstreet Alexander Yardley character .,1
attractive set film eye - pleasing gem .,1
"m big fan RPG game , but movie , disgrace self - respect rpger .  ",0
"line , cut , audio , wrong .  ",0
find well movie youtube .,0
"line : waste time money , bad come .  ",0
"Lassie movie "" sleep "" .... forever .  ",0
describe painfully dreary time - waster film .,0
"mediocre aspect dull , uninteresting mess , forgettable movie see .  ",0
"achievement "" - bad - it's - good "" "" - bad - it's - memorable "" movie .  ",0
", hollow shell movie .  ",0
"seriously , not worth waste , kid time .  ",0
"avoid , avoid , avoid !  ",0
drive bark mad !,0
transfer good .,1
nice relax late night view .,1
movie wonderful dancing ( title !,1
") great music , terrific scenery .  ",1
"handle tough issue dignity grace , , course , ( shock spoiler !  ",1
") happy , wonderful , feel good ending !  ",1
"point journey , journey touch member family .  ",1
movie need come tv ... never mind fact memorize !,1
new .,0
second movie .,0
movie no action scene little comedy .,0
plot hole pair fishnet stocking direction editing astonishingly ham fiste .,0
earth iron film ?,0
see film recommend .,1
"good plot , hold complete attention , acting superb , Tom Wilkinson fantastic Emily Watson good .  ",1
"good film , great unconditional love .  ",1
"Tom Wilkinson character man not prepared ordeal begin , but take matter hand story progress , great actor give performance make feel character anguish suffering .  ",1
"Emily Watson character strong , only quick glance understand .  ",1
"despite pan reviewer , like movie .  ",1
"fact , like well interview vampire like Lestat ( Stuart Townsend ) well Cruise attempt .  ",1
"Aailiyah pretty good Akasha , place compelling ( entrance mini dance scene ) .  ",1
"big fan series Anne Rice style , sensitivity treatment .  ",1
guess like detail dysfunction -- believable .,1
football scene end perplexing .,0
but think acting skilled .,1
Meredith M well right .,1
charming film wonderful sentiment heart .,1
rare film - maker take time tell worthy moral tale care love fall trap overly syrupy indulgent .,1
truly lovely film .,1
early film future goremeister Lucio Fulci good addition giallo sub - genre .,1
good italian thriller early 70 .,1
standout scene .,1
scene strong unpleasant .,0
"Technically , film impressive camera - work , solid acting effective music Riz Ortolani â particularly good recur unaccompanied female vocal sound like come distant hill .  ",1
wild stuff highly recommend fan giallo cinema .,1
movie interesting begin end .,1
like way Dustin Hoffman character ready stay son .,1
movie reveal .,1
"personally , think show people learn find compromise self involve people issue .  ",1
boring .,0
"tired clichÃ © s lazy writing , come thick fast .  ",0
PS only scene movie cool central character find room blow .,1
"fresh , subtle , sublime effect .  ",1
"italian reviewer call "" small , great film , "" right .  ",1
"actor wonderful performance , especially Jennifer Rubin Jamie Harris , change nervous starlet beginning strange event cool star .  ",1
"learn lot real inside emotion people movie , lot movie business .  ",1
"movie movie situation beginning game play "" act coach "" fascinating .  ",1
music Mark Snow possibly good score hear .,1
will forget movie !,1
film ?,0
film ultra - cheap look .,0
result film look right .,0
engage exciting .,0
plot nonsense interest slight way uniqueness .,0
Foreigner not worth second time .,0
"see child tv 1973 , "" Stranger "" love .  ",1
but duet astronaut doctor beginning movie perfect exchange consider movie Cold War astronaut big fear crash USSR .,1
movie awesome !,1
"love , scary .  ",1
love Scream movie horror movie rank way .,1
want real scare rent !,1
10 - oct,1
extraordinary film .,1
"courtroom drama , compelling , indictment american justice system , frightening .  ",1
"film highlight fundamental flaw legal process , not discover guilt innocence , but , present well court .  ",1
"film paced , understated good courtroom documentary see .  ",1
routine fact - base tv drama get boost fine performance Cole .,1
"predictable , but not bad watch .  ",1
clear range ability pull .,1
carry movie .,1
constantine give right intensity good understanding underlie psychological motivation .,1
"wonderful inspiring watch , hope get release video DVD .  ",1
"piece trash release : acting , story , character , supposedly special effect , etc ... wrong .  ",0
"fact , stinker smell like direct - - video release .  ",0
avoid cost !,0
Star Trek v final Frontier bad series .,0
"acting involve include like Shatner Nimoy bad wash make old look real life , special effect tacky like Spock rescue Kirk jet pack fall mountain .  ",0
attempt humor pitiful story awful dosen't bear think basically involve vulcan steal enterprise find god ( seriously ) care film oh not mention Uhura belly dance distract male guard .,0
only place good film garbage .,0
bad series .,0
edit : editing film phenomenal opinion .,1
"song explain emotion subject well , Jay Adams ' unfortunate life subject talk , song Old Man Neil Young play , evoke emotion .  ",1
Cinematography : film shoot interesting way .,1
"course footage 70 grainy , but only enhance film .  ",1
film offer delight surprise .,1
"Achille Philippa beautifully sing duet "" Don Giovanni "" perfectly describe situation movie , appreciate subtle layer excellent film .  ",1
story unfold 18th century Jutland use period music play period instrument fine touch .,1
share General Loewenhielm exquisite joy partaking Cailles en Sarcophage watch movie - but wish small sample savor .,1
but understated film leave last impression .,1
warmth generate contrast austere backdrop .,1
leave theater want dance star .,1
"acting , expect cast , notch .  ",1
"character flesh surprisingly , particularly Grimes Blake , actor deliver sharply script line right deadpan tongue cheek dialogue hilarious realistic .  ",1
"Angus Scrimm turn good performance somewhat brief but memorable role gently menacing , violin - play anatomist Doctor Quinn .  ",1
conclusion - love .,1
long time entertain movie .,1
struggle find bad .,1
"mark word , cult film like Evil Dead 2 Phantasm people discover fall love 20 , 30 , 40 year line .  ",1
"pretty surprising wonderful film 1949 , Hollywood generally collective head sand concern black white issue time .  ",1
"film deserve strong kudo take stand , have exceptional acting lesser - know cast super - intelligent script insult audience easy way come white racism .  ",1
"plus , movie modest budget fast running time , amazing job !  ",1
Juano Hernandez ( exceptional actor play support role film era ) proud black man accuse murder white man South .,1
trumbull LOVE LUCY ) .,1
kid chance -- open amazing dialog far race relation come 50 year .,1
film .,1
"year , , remind Huston game evince faithful adaptation James Joyce acclaim novella "" Dead .  ",1
"feeling , thought ... Gabriel discomfort dance ... intangible leap life come viewer grasp Huston portrayal .  ",1
disappointed wonder Oscar shortlist .,0
slow .,0
lot hole plot : emperor ; spend 20 year childhood mature age .,0
) waste time .,0
end day bad big - budget action movie see .,0
surely know coherent action movie screenwriter Air Force only oblige write script big sum money .,0
bad film see .,0
try bad .,0
movie possibly creative work horror .,1
"want ... suspense , drama , comedy , confusing subplot , native americans , brain eating ... look - , end - brainsucke movie , look no .  ",1
"  great sound effect , impressive special effect , recommend movie .  	 1 
 nut , but think good movie .  	 1 
 great character actor Telly Savalas Peter Boyle .  	 1 
 1 hour 54 minute sheer tedium , melodrama horrible acting , mess script , sink feeling good LORD , think ?  	 0 
 lot hole script .  	 0 
 like bad hour tv movie .  	 0 
 imagine single decision wrong .  	 0 
 dialogue atrocious .  	 0 
 acting abysmal .  	 0 
 stink .  	 0 
 trouble , writing direct impossible establish thing movie watchable , like character , story , theme .  	 0 
 bad , incredibly weak sub - plot throw follow little band - day mansonite reporter work story anniversary killing .  	 0 
 dumb pointless , complete waste time .  	 0 
 short , bother movie .  	 0 
 will spoil , but ending pretty amazing .  	 1 
 good scene movie end , but will spoil .  	 1 
 indication writer director ability meld highly volatile temperament seamless union creativity , !  	 1 
 result powerhouse achievement , timely culture disturbing fascination celebrity , distorted interpretation fame .  	 1 
 film not easily forget .  	 1 
 but , Kevin Spacey excellent , verbal tsunami Buddy Ackerman â totally believable great actor .  	 1 
 scripting subtle comedy unmatched movie recent year .  	 1 
 character interesting , bit predictable .  	 1 
 highly recommend age , young set probably not appreciate subtle reference , certainly appreciate galley scene particular !  	 1 
 great movie !  	 1 
 story acting weak .  	 0 
 4 pm buy , 8 pm start watch , 8.15pm fast forward remain film leave watchable human brain ... but .  	 0 
 way , suck .  	 0 
 script horrendously stupid .  	 0 
 story start fast absolutely no suspense build - slight .  	 0 
 Captain Howdy say laughable plain stupid .  	 0 
 hell kind crap ? !  	 0 
 , plot hole .  	 0 
 drive semi truck hole !  	 0 
 Linda Cardellini only thing good film .  	 1 
 poised amazing .  	 1 
 Dee Snider plain suck .  	 0 
 act ( scary villain see ) , write ( write damn movie sleep ?  	 0 
 bore damn thing .  	 0 
 act suck , music suck , script suck , pacing suck , special FX suck , directing suck ... basically , movie suck .  	 0 
 film try sophisticated thriller / horror flick fail miserably .  	 0 
 probably effective utterly unoriginal film see entire life .  	 0 
 piece cinematic garbage capture celluloid .  	 0 
 avoid cost .  	 0 
 rate film stink , not funny , Fulci stay giallo supernatural zombie movie .  	 0 
 avoid film cost .  	 0 
 know happen Season , mess .  	 0 
 only consistent thread hold series amazing performance Leni Parker Anita LaSelva Taelons quiet idealogical conflict .  	 0 
 movie dislike .  	 0 
 boring Horror movie 90 mainly start slow center boring atmosphere .  	 0 
 puppet look cheesy , not good way like Puppet Master 80 flick .  	 0 
 story lame , not interesting never explain sinister origin puppet .  	 0 
 death scene like previous movie f / x terrible .  	 0 
 feel asleep time watch , recommend insomniac .  	 0 
 fact , film wonderful , heartwarme tale people chase dream .  	 1 
 good Nurse Betty "" unpredictability .  ",1
"Director Neil LaBute use brutal violence seperate dream reality , touching drama , hilarious comedy , never tell go happen .  ",1
", waste time .  ",0
fail create real suspense .,0
"killer , expect original remotely frightening .  ",0
", , pretty good acting ( , type film ) .  ",1
sorry but recommend .,0
"boring , pointless movie see .  ",0
secondary plot line incomprehensible relation primary plot line mystify .,0
hate .,0
bad Sandra Bullock movie speed 2 but not bad .,0
"understand garbage get shelf movie store , not real movie !  ",0
highly doubt like trash .,0
not movie - making .,0
"acting like watch wooden puppet move read book , bad .  ",0
"warn -- not rent movie , dumb thing never see !  ",0
see short film HBO day absolutely love .,1
realize wonderful short scene .,1
excellent short film .,1
"hopefully , director James Cox turn short feature length film cast , win new film .  ",1
"agree Jessica , movie pretty bad .  ",0
"character - dimensional , good guy especially bad guy .  ",0
story line totally predictable .,0
"not dialogue , not music , film shoot elaborately aesthetically like sculpture .  ",1
see soap opera intelligent movie .,0
"bad character , bad story bad acting .  ",0
awful .,0
not easy watch .,0
"funny , clever , hip - like Pray previous film , Hype !  ",1
long time charismatic actor screen .,1
Paolo Sorrentino write wonderful story loneliness Tony build unforgettable character see movie recent year .,1
movie not completely perfect but ' Titta Di Girolamo ' stay long time vision movie .,1
rate movie 9/10 .,1
"not know Emilio Estevez directorial debut , but pacing , interplay development character clever camera work surround character Estevez play suggest natural eye .  ",1
interplay Martin Emilio contain wonderful chemistry see Wall Street Martin Charlie .,1
"Kathy Bates wonderful character subtle desperation escapism ; variation character "" play Fields Lord "" .  ",1
reader see Miyazaki film : form worthwhile experience .,1
"never condescend , character good genuine heart believable problem .  ",1
main character believable child see screen .,1
"easy love , but easy identify .  ",1
movie great -- especially enjoy visual art .,1
scenery daughter paint photograph beautiful .,1
story funny poignant time .,1
"People like european film "" art movie "" like movie .  ",1
truly art movie -- actually lot art .,1
rent .,1
", finally watch film , realize not only closed mind brilliance depict , find watch .  ",1
"movie never cease interest , simply keep alert , try attempt decipher meaning .  ",1
Brilliance .,1
"but like movie like Matrix ( well , sequel ) think appreciate thought provoking , mindblowing experience film .  ",1
think film like dream .,1
simply beautiful .,1
Rickman Stowe play role hilt tale children ' book writer who-- maybe?-- write subversive tract .,1
"gloriously fun , fast paced fairly accurate portrayal night raver .  ",1
present idyllic portrayal up down character live .,1
", avoid "" groove "" antithesis good Human Traffic .  ",0
"bad involve share Crowe level dedication quality , , far well film hand sub - par mess .  ",0
movie little slow .,0
but pick speed get right point .,1
"show exactly government scientist argue humanity reason "" gadget "" .  ",1
enjoy .,1
recommend friend .,1
particularly pleased act ability Dwight Schultz .,1
"actor truly understand particular character , deliver convincing , sincere performance .  ",1
"- screen chemistry , critical entire film , genuine .  ",1
"film dialogue natural , real life .  ",1
"writer , Gorman Bechard , undoubtedly homework reference industry character - age appropriate .  ",1
incredible soundtrack truly capture essence film .,1
"track command sentiment , actually contribute scene character .  ",1
definitely worth seeingÂ   sort thought provoke film force question threshold loneliness .,1
"Hayao Miyazaki late eighth film Studio Ghibili , "" Gake No Ue no Ponyo "" ( Ponyo Cliff Sea ) wonderfully fun imaginative look childhood .  ",1
"time film animation dominate Disney / Pixar CGI masterpiece , refreshing comfort know Miyazaki rely traditional hand - draw animation tell charming enchant story .  ",1
not say remarkable animation film .,1
art style appearance crayon / pencil drawing wonderfully colorful fanciful .,1
"act film , glad go to drift away earth far possible !  ",0
"want surf small wave space movie 1998 ( Deep Impact Armageddon ) , fail .  ",0
choke vomit end ( cheap drama worthless dialogue ) bore death waste time .,0
", make super ending depict great sea vessel take mighty frost .  ",1
"consider excellent story , solid acting look film add bonus .  ",1
"instead , get bore f whiny , spoil brat babysitting .  ",0
"watch sunday ago ( March 20th , 2005 ) begin enjoy time tape entire thing .  ",1
act TV Movie .,1
Judith Light favorite actress think superb job film !,1
watch .,1
"sad movie , but good .  ",1
"not see movie , definitely recommend !  ",1
"lovely usual , cutie !  ",1
interesting entertain follow .,1
;) recommend confidence !,1
movie - balance comedy drama thoroughly enjoy .,1
riot Hugo Weaving play sex - obsess gay real estate salesman use client ' house tryst flame Darren ( Tom Hollander ) .,1
":) , plot flow smoothly male - bond scene hoot .  ",1
"opening sequence gem classic , cat n mouse game follow delight watch .  ",1
fan genre heaven .,1
Lange great actress .,1
look like wonderful story .,1
never walk movie fast .,0
get bored watch Jessice Lange clothe !,0
"unfortunately , virtue film production work lose regrettable script .  ",0
"word , embarrassing .  ",0
exceptionally bad !,0
insult intelligence huge waste money .,0
"good case , excellent value .",1
great jawbone .,1
tie charger conversation last 45 minute . MAJOR PROBLEMS ! !,0
mic great .,1
jiggle plug line right decent volume .,0
"dozen contact , imagine fun send .",0
Razr owner ... !,1
"needless , waste money .",0
waste money time ! .,0
sound quality great .,1
impressed go original battery extended battery .,1
seperate mere 5 + ft start notice excessive static garbled sound headset .,0
good quality,1
"design odd , ear "" clip "" not comfortable .",0
highly recommend blue tooth phone .,1
advise not fool !,0
far good ! .,1
work great ! .,1
click place way make wonder long mechanism .,0
"go Motorola website follow direction , but not pair .",0
buy use Kindle Fire absolutely love !,1
commercial misleading .,0
run new battery bar day charge .,1
buy mother problem battery .,0
Great Pocket pc / phone combination .,1
own phone 7 month good mobile phone .,1
think instruction provide helpful .,0
People not hear talk pull earphone talk phone .,0
hold charge .,0
"simple little phone use , but breakage unacceptible .",0
product ideal people like ear sensitive .,1
unusable move car freeway speed .,0
year leave contract hate phone .,0
car charger AC charger include sure never run juice . Highy recommend,1
need 3 min phone book time turn phone . battery life short .,0
keep .,1
poor talk Time Performance .,0
case great work fine 680 .,1
worthless product .,0
"great camera s 2mp , pic nice clear great picture quality .",1
not impressed product .,0
nice headset price right .,1
only hear garbage audio .,0
excellent bluetooth headset .,1
feature want,1
right mind go to buy battery ? .,0
argue verizon dropped call return phones day .,0
case .,1
disappoint battery .,0
not loud turn like .,0
good protection not phone bulky .,1
usable keyboard actually turn pda real - world useful machine instead neat gadget .,1
phone pretty sturdy never large problem .,1
love thing !,1
fine reasonable price i.e.,1
disappointed .,0
drop phone stream submerge 15 second work great !,1
happy 510 no complaint sound quality end .,1
button bad .,0
essentially forget Microsoft tech support .,0
"recommend faceplate look nice , elegant cool .",1
headphone great find - think good purchase year - seriously .,1
buy different phone - but not .,0
hold phone particular angle party hear clearly .,0
big drawback mp3 player button phone cover let pause skip song lock second .,0
"week later activate , suddenly die .",0
feel comfortable headset wear glass get way .,1
great iPODs .,1
device great situations:1 . ),1
mic work .,0
"BMW 3 series fairly quiet , trouble hear person say .",0
great choice !,1
nice docking station home work .,1
beautiful phone .,1
love product .,1
not buy D807 ... wrongly advertise D807 .,0
great little item .,1
"love phone , handy lot feature .",1
purchase 2 day no long work ! ! ! ! ! ! ! ! !,0
wear everyday hold .,1
not good bargain .,0
"package , arrive time , work intend .",1
battery run quickly .,0
"item work great , but break 6 month use .",0
headset easy use love .,1
phone work great .,1
construction headset poor .,0
product excellent work well verizon boy cheap !,1
phone load super !,1
"product cost , expect work far well great ease thing .",0
sturdy .,1
work great ! .,1
ear bud only play music ear .,0
not waste money ...,0
order !,1
plan use car forget .,0
find product waaay big .,0
Best find far .... try 2 bluetooth good quality ( listener ) ease .,1
disappointed decision .,0
integrate seamlessly Motorola razr phone .,1
"Buyer Beware , flush money right toilet .",0
definitely bargain .,1
price good free shipping good purchase .,1
receive supposedly new motorola 375 apparently not match phone charger .,0
"pros:-good camera - nice picture , cool style like black white , .",1
"huge design flaw ( not correctly , think case ) .",0
"love 350 headset .. Jabra350 bluetooth headset great , reception good ear piece comfortable fit .",1
"camera , rate impressive 1.3 megapixel , render image fall expectation relatively high resolution .",0
purcashe car charger not work .,0
"sound quality end excellent , use headset wife ask wife use headset ! 2 .",1
phone slim light display beautiful .,1
little geeky but think s sex toast rock ooze sex right battery embed sleek stylish leather case .,1
"great product , fast shipping ! .",1
absolutely great .,1
keyboard nice compromise qwerty basic cell phone number keypad .,1
get phone end completely unhappy .,0
comfortable ear .,1
winner .,1
) setup simple .,1
try different earpiece cell phone Jabra find fit ear comfortably .,1
not strong signal .,0
Iam pleased purchase .,1
Bad Quality .,0
get job .,1
great audio ! .,1
basically service bad .,0
not work cell phone plug set charger ! .,0
"only bluetooth week , but like .",1
BT headset disapoinment .,0
small realize getting .,1
accompanied software brilliant .,1
headset work great & package nicely avoid damage .,1
! definitly recommend ! !,1
buyer -- careful ! ! ! ! ! .,0
majority Logitech earbud headset fail .,0
good stuff price .,1
headset work peachy - keen .,1
house getting drop coverage upstairs no coverage basement .,0
voice recognition tremendous !,1
waste .,0
"different 2 minute call , experience 5 drop area 5 bar .",0
not happy item .,0
disappointed .,0
phone take forever charge like 2 5 hour literally .,0
get phone reccomendation relative glad .,1
waste time !,0
reception poor .,0
item state include description not include .,0
"3 month , screen go black sudden .",0
hope .,0
"Audio Quality poor , poor .",0
absolutely no problem headset link 8530 Blackberry Curve !,1
"know sound funny , but like sketchy technology work . , work great .",1
buy $ 5 wire headphone sound well .,0
phone fast send kind message web browsing significantly fast previous phone .,1
"nice quality build , unlike cheap s * * * .",1
item fantastic work perfectly !,1
love color !,1
W810i SUPERB .,1
"whine internet , go . use thing like .",0
great charger .,1
essentially communication tool not communicate .,0
work like charm ; work get phone .,1
"maintain monkey headphone , obviously share dna copy design human .",0
great Value .,1
work .. bougth l7c not work .,0
"look sharp screen nice clear , great graphic .",1
long .,0
thing hate mode set button .,0
EXCELLENT SERVICE ! ! ! ! ! ! ! ! .,1
thank waste money .,0
be?the audio quality poor .,0
igo charger tip great .,1
file browser offer option need . handsfree great .,1
Superb Phone Great Network .,1
"connect wife bluetooth,(Motorola HS850 ) phone work like charm phone pocket case .",1
"late os ( v1.15 g ) , like slow crawl lock .",0
only recognize phone storage device .,0
"like loud buzzing override conversation , phone !",0
buy product .,0
bluetoooth headset time not comfortable way fit ear .,0
sound quality good functionality awesome .,1
"phone thorn , abhor .",0
recently problem not stay connected 10 minute disconnect .,0
incredible ! .,1
Design Flaw ? .,0
great phone ! .,1
waste 13 buck .,0
"but check voice mail night , keypad backlight turn second message , lose .",0
replacement die week .,0
ring tone .. overall good phone buy ..,1
lately extremely nice helpful phone .,1
problem wit hit dropping signal .,0
not impressed .,0
"light weight , hardly notice .",1
love thin .,1
Bad Choice .,0
pleather case fit .,0
"useless phone , simply deaf .",0
"color pretty think , graphic incredibly sharp .",1
think good investment .,1
make strange tick noise end .,0
good electronic available FM Transmitters .,1
battery last only hour .,0
"great headset , impressed - H500 .",1
""" 1.2 "" mega pixel camera , phone , reasonably good7 .",1
nearly 2 year work great .,1
good transmit audio .,1
send .,0
not bother contact company dollar product but learn lesson not buy form online .,0
"hate earbug , avoid phone mean .",0
great price !,1
"range decent , able roam house phone living room no reception / sound quality issue .",1
fast service .,1
highly recommend .,1
recommend .,1
"like "" "" button , feel like crack use .",0
bad phone .,0
infatuate phone .,1
freeze frequently4 .,0
kind embarrass use look embarrassing child - like company .,0
"simple , lightweight great fit .",1
", expect well consumer experience Motorola .",0
horrible tick sound background call never experience .,0
certainly comfortable functionality decent .,1
usually like headband but lightweight & mess hair .,1
bit disappointed .,0
"phone year , tell , not great .",0
order sony Ericsson W810i but think only work ( s ) .,0
battery completely useless .,0
big waste time .,0
waste $ $ $ .,0
great sound service .,1
please product far .,1
favorite purchase .,1
well bluetooth market .,1
authentic leather nice shine comfort .I recommend case ! !,1
excited headset think cute .,1
not mistake .,0
big Disappointment calendar sync .,0
phone unusable not new .,0
bad Customer Service .,0
"no additional ear gel provide , no instruction whatsoever .",0
defeat purpose bluetooth headset .,0
worth penny .,1
excellent wallet type phone case .,1
nice headphone price work great !,1
internet excrutiatingly slow .,0
"comfortable wear , probably important aspect case .",1
"fit like glove strong , secure , durable .",1
o gosh good phone .,1
attractive appear good quality .,1
love feature form factor .,1
product strong rubber / petroleum smell unbearable cause return,0
poor quality service .,0
"cable look thin flimsy , scary .",0
great Earpiece .,1
excellent hand free tool .,1
great home stereo .,1
good product - incredible value .,1
only month but work flawlessly far .,1
work great .,1
absolutel junk .,0
work .,0
battery life real good .,1
return 8 hour later .,0
great item .,1
waste money ! .,0
love headset !,1
"not only drain player , but potentially fry .",0
work perfectly !,1
Unreliable - give .,0
give 5 star sound quality .,1
avoid .,0
reversible plug work great .,1
waste little money earpiece .,0
good phone .,1
"good rotate feature , helpful .",1
comfort family .,1
"good product , good seller .",1
love bluetooth !,1
", wear .",0
impressed headset Plantronics .,1
get small adorable .,1
great phone ! .,1
recommend buy product .,0
Piece Junk .,0
poorly contstruct hinge .,0
"item great , instal , let charge overnite work good no problem",1
Great Phone .,1
buy .,0
